invoice_type,property_id,creditor_id,tenancy_id,entered_date,due_date,creditor_reference,is_priority,line_1_account_code,line_1_description,line_1_amount_due,line_1_gst_due,line_1_amount_paid
Creditor,rps_lng-CVA210610,rps_lng-HDO22002848,rps_lng-HDO211510,2022-11-25,2022-12-14,Urgent Bond Clean,,,,346.5,0,0
Creditor,rps_lng-CVA210616,rps_lng-HDO19001188,rps_lng-HDO220102,2022-11-10,2023-04-03,Gas Safety,,,,0.0,0,0
Creditor,rps_lng-CVA210616,rps_lng-VAD21000019,rps_lng-HDO220102,2022-04-01,2022-08-19,Electrical and Gas Safety,,,,437.8,0,0
Creditor,rps_lng-CVA210616,rps_lng-CVA21002081,rps_lng-HDO220102,2022-01-31,2022-02-16,Bedroom Balcony Door,,,,154.0,0,0
Creditor,rps_lng-CVA210647,rps_lng-HDO19001342,rps_lng-CVA210449,2021-03-22,2021-04-12,3 out of 4 stove top burners not working,,,,165.0,0,0
Creditor,rps_lng-CVA210647,rps_lng-HDO19001147,rps_lng-HDO210935,2022-01-28,2022-03-03,Leaking Pipe,,,,211.2,0,0
Creditor,rps_lng-CVA210647,rps_lng-HDO19001188,rps_lng-HDO221070,2023-04-05,2023-04-27,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-CVA210647,rps_lng-HDO19001147,rps_lng-HDO221070,2023-03-22,2023-03-30,Washing Machine,,,,994.13,0,0
Creditor,rps_lng-HDO080004,rps_lng-HDO19001188,rps_lng-RPT191479,2023-04-05,2023-05-19,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO080004,rps_lng-VAD21000019,rps_lng-RPT191479,2021-08-09,2021-09-28,Toilet Exhaust fan,,,,225.5,0,0
Tenancy,rps_lng-HDO080004,rps_lng-DRE19000036,rps_lng-RPT191479,2021-02-19,2021-02-19,"Resecure and repair the alfresco cornice, repaint.",,,,361.35,0,0
Tenancy,rps_lng-HDO080004,rps_lng-DRE19000036,rps_lng-RPT191479,2019-10-29,2019-12-02,bathroom door handle and fly screen door,,,,393.8,0,0
Creditor,rps_lng-HDO080019,rps_lng-HDO19001188,rps_lng-HDO200373,2023-04-05,2023-07-04,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO080019,rps_lng-HDO19001147,rps_lng-HDO200373,2023-03-11,2023-03-30,Leaking Toilet,,,,335.5,0,0
Creditor,rps_lng-HDO080019,rps_lng-HDO19001147,rps_lng-HDO200373,2022-07-21,2022-08-03,No Hot Water,,,,384.45,0,0
Creditor,rps_lng-HDO080019,rps_lng-HDO19001147,rps_lng-HDO200373,2021-06-09,2021-08-03,Base of toilet is leaking,,,,279.4,0,0
Tenancy,rps_lng-HDO080019,rps_lng-WES20000152,rps_lng-HDO200373,2020-07-06,2021-05-14,Stove sparking & DW error,,,,0.0,0,0
Tenancy,rps_lng-HDO080019,rps_lng-HDO19003293,rps_lng-RPT191532,2019-08-21,2019-08-21," Dishwasher Inlet, Stovetop & Toilet Cistern",,,,0.0,0,0
Tenancy,rps_lng-HDO080019,rps_lng-HDO19003293,rps_lng-RPT191532,2019-08-16,2019-08-19,HWS Replacement,,,,1705.0,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO19001188,rps_lng-HDO200885,2023-04-05,2023-07-04,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO090003,rps_lng-VAD21000019,rps_lng-HDO200885,2022-10-31,2022-10-31,Installed new sheet of plaster,,,,1081.51,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO22001674,rps_lng-HDO200885,2022-09-28,2022-09-28,Install residential opener with belt rail,,,,650.0,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO22001674,rps_lng-HDO200885,2022-06-02,2022-06-14,Garage Door Service,,,,141.9,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO19001493,rps_lng-HDO200885,2022-05-25,2022-08-03,Urgent Heating Fault,,,,269.5,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO18002052,rps_lng-HDO200885,2022-01-05,2022-01-05,Garage Door Handle,,,,220.0,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO18000912,rps_lng-HDO200885,2021-10-06,2022-01-27,Pest control,,,,539.0,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO18002179,rps_lng-HDO200885,2021-08-10,2021-09-27,Oven not heating up,,,,247.45,0,0
Creditor,rps_lng-HDO090003,rps_lng-VAD21000019,rps_lng-HDO200885,2021-08-10,2021-09-28,Bathroom windows not opening,,,,250.25,0,0
Creditor,rps_lng-HDO090003,rps_lng-HDO19002152,rps_lng-HDO200885,2021-08-10,2021-08-30,Ducted Heating Service,,,,215.0,0,0
Tenancy,rps_lng-HDO090003,,rps_lng-HDO200885,2021-08-03,2021-08-10,miscellaneous,,,,0.0,0,0
Tenancy,rps_lng-HDO090003,rps_lng-HDO19003549,rps_lng-HDO200885,2021-01-28,2021-02-01,Oven glass,,,,170.5,0,0
Tenancy,rps_lng-HDO090003,rps_lng-DRE19000036,rps_lng-HDO200885,2020-11-30,2021-02-10,Various Items,,,,654.5,0,0
Tenancy,rps_lng-HDO090003,rps_lng-HDO19001076,rps_lng-HDO200885,2020-11-30,2021-05-14,Plumbing Items,,,,0.0,0,0
Tenancy,rps_lng-HDO090003,rps_lng-COS19000051,rps_lng-HDO200885,2020-11-30,2021-02-12,AC in Lounge & Bedroom,,,,2860.0,0,0
Tenancy,rps_lng-HDO090003,rps_lng-HDO18002052,rps_lng-RPT191419,2019-05-02,2019-05-13,Repair Front Door Handle,,,,187.0,0,0
Tenancy,rps_lng-HDO090030,,rps_lng-HDO200582,2023-01-09,2023-04-12,Lawn Mowing,,,,0.0,0,0
Creditor,rps_lng-HDO090030,rps_lng-HDO19001188,rps_lng-HDO200582,2023-01-05,2023-02-23,Electrical and Gas Safety,,,,528.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19001078,rps_lng-HDO200582,2022-12-20,2023-04-12,Change of all locks,,,,0.0,0,0
Creditor,rps_lng-HDO090030,rps_lng-HDO19002152,rps_lng-HDO200582,2022-07-12,2022-07-12,Investigate Gas Ducted Heater,,,,215.0,0,0
Creditor,rps_lng-HDO090030,rps_lng-HDO19001493,rps_lng-HDO200582,2022-04-28,2022-06-23,Ducted heating not working,,,,2550.0,0,0
Creditor,rps_lng-HDO090030,rps_lng-WES19000016,rps_lng-HDO200582,2021-07-15,2021-07-15,Annual Termite Inspection,,,,220.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-WES19000016,rps_lng-HDO200582,2020-08-19,2020-09-04,Termite Inspection,,,,220.0,0,0
Tenancy,rps_lng-HDO090030,,rps_lng-RPT190814,2020-04-08,2020-09-17,Miscellaneous,,,,0.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19001086,rps_lng-RPT190814,2019-12-19,2020-01-30,22 Prairie Place - Shower leak and basin taps,,,,0.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19004177,rps_lng-RPT190814,2019-12-19,2020-01-24,22 Prairie Place - Blinds,,,,0.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-DRE19000036,rps_lng-RPT190814,2019-12-19,2020-01-28,22 Prairie Place - Door handles,,,,369.05,0,0
Tenancy,rps_lng-HDO090030,,rps_lng-RPT190814,2019-06-05,2019-06-05,Replacement of Bathroom items,,,,0.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19004177,rps_lng-RPT190814,2019-06-04,2019-08-26,Rear Door Blind & Roof Leak,,,,0.0,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19001658,rps_lng-RPT190814,2019-05-09,2019-05-15,Garage door not working,,,,214.99,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO19001086,rps_lng-RPT190814,2019-04-01,2019-04-01,Biskon Plumbing- Bathroom works,,,,1975.05,0,0
Tenancy,rps_lng-HDO090030,rps_lng-HDO18000957,rps_lng-RPT190814,2018-04-05,2018-04-06, INV-0952 - 22 Prairie - Toilet Cistern,,,,236.5,0,0
Creditor,rps_lng-HDO100024,rps_lng-HDO19001188,rps_lng-RPT190766,2023-04-05,2023-06-02,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO110042,rps_lng-DRE19000076,rps_lng-HDO190051,2023-05-19,2023-05-25,Ducted Heating Service,,,,350.0,0,0
Creditor,rps_lng-HDO110042,rps_lng-HDO19001188,rps_lng-HDO190051,2023-04-05,2023-06-13,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO110042,rps_lng-HDO19003293,rps_lng-HDO190051,2022-10-18,2022-11-09,Hot Water System + Animal in Ceiling,,,,473.0,0,0
Creditor,rps_lng-HDO110042,rps_lng-VAD21000019,rps_lng-HDO190051,2021-08-04,2021-08-11,Front door not latching,,,,143.0,0,0
Creditor,rps_lng-HDO110042,rps_lng-HDO19001340,rps_lng-HDO190051,2020-10-06,2021-04-16,Blocked Laundry Sink,,,,0.0,0,0
Creditor,rps_lng-HDO110043,rps_lng-HDO19001188,rps_lng-RPT191230,2023-04-05,2023-05-18,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO110043,rps_lng-HDO19003293,rps_lng-RPT191230,2022-10-13,2022-10-27,Potential Water leak,,,,396.0,0,0
Creditor,rps_lng-HDO110043,rps_lng-HDO19002152,rps_lng-RPT191230,2022-01-26,2022-03-24,Air Conditioning,,,,215.0,0,0
Tenancy,rps_lng-HDO110043,rps_lng-HDO19002152,rps_lng-RPT191230,2021-02-23,2021-02-23,Changeover Heater,,,,2500.0,0,0
Tenancy,rps_lng-HDO110043,rps_lng-HDO19001847,rps_lng-RPT191230,2021-02-16,2021-02-23,Heater not working,,,,210.0,0,0
Creditor,rps_lng-HDO110043,rps_lng-DRE19000036,rps_lng-RPT191230,2021-02-16,2021-04-23,Blind chain & range hood filter,,,,317.9,0,0
Tenancy,rps_lng-HDO120008,rps_lng-HDO08001895,rps_lng-RPT190649,2021-07-01,2021-07-13,Dishwasher not functioning correctly,,,,0.0,0,0
Tenancy,rps_lng-HDO120008,rps_lng-HDO19001421,rps_lng-RPT190649,2019-07-29,2019-08-30,Light in the bedroom keeps blowing bulbs.,,,,169.4,0,0
Tenancy,rps_lng-HDO120008,rps_lng-HDO19001340,rps_lng-RPT190649,2019-05-27,2019-09-02,Kitchen & Laundry taps,,,,0.0,0,0
Creditor,rps_lng-HDO120044,rps_lng-DRE19000036,rps_lng-RPT191104,2023-06-21,2023-06-21,Install New Screen Door,,,,645.0,0,0
Creditor,rps_lng-HDO120044,rps_lng-HDO19001188,rps_lng-RPT191104,2023-04-05,2023-05-31,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO120044,rps_lng-DRE19000036,rps_lng-RPT191104,2023-01-09,2023-02-09,back Sliding Door & Shower hinge repair,,,,173.25,0,0
Tenancy,rps_lng-HDO120044,rps_lng-DRE19000036,rps_lng-RPT191104,2019-11-06,2020-02-20,Various maintenance items,,,,1380.5,0,0
Tenancy,rps_lng-HDO120053,rps_lng-HDO19001147,rps_lng-RPT190027,2021-11-05,2021-11-18,Bathroom - showerhead leak repair,,,,0.0,0,0
Creditor,rps_lng-HDO120053,rps_lng-HDO17002818,rps_lng-RPT190027,2021-05-06,2021-05-26,Garage Doors,,,,750.0,0,0
Creditor,rps_lng-HDO120053,rps_lng-DRE19000036,rps_lng-RPT190027,2021-03-01,2021-05-18,Replace Silicone,,,,214.5,0,0
Creditor,rps_lng-HDO120053,rps_lng-HDO19006010,rps_lng-RPT190027,2021-01-22,2021-04-15,Tree Branches,,,,330.0,0,0
Tenancy,rps_lng-HDO120053,rps_lng-DRE19000036,rps_lng-RPT190027,2020-09-22,2021-02-10,leaking ensuite shower- quote,,,,0.0,0,0
Tenancy,rps_lng-HDO120053,,rps_lng-RPT190027,2020-02-21,2020-04-15,Pest Control - Termite inspection,,,,0.0,0,0
Tenancy,rps_lng-HDO120053,,rps_lng-RPT190027,2019-12-18,2020-07-21,Garden tan bark,,,,0.0,0,0
Tenancy,rps_lng-HDO120053,rps_lng-HDO19001493,rps_lng-RPT190027,2019-08-19,2020-04-01,Ducted Heating Servicing,,,,258.5,0,0
Tenancy,rps_lng-HDO120053,rps_lng-HDO19001340,rps_lng-RPT190027,2019-07-08,2019-08-12,Water Leak,,,,0.0,0,0
Creditor,rps_lng-HDO120064,rps_lng-HDO19001188,rps_lng-RPT190138,2023-02-16,2023-03-10,Electrical safety certificate,,,,253.0,0,0
Tenancy,rps_lng-HDO120064,rps_lng-HDO19001835,rps_lng-RPT190138,2019-07-19,2019-07-19,Oven Parts Approved,,,,0.0,0,0
Tenancy,rps_lng-HDO120064,rps_lng-HDO19001835,rps_lng-RPT190138,2019-06-25,2019-07-19,Oven not heating,,,,0.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO19003293,rps_lng-HDO211235,2023-06-21,2023-07-14,Leaking Kitchen Tap Repairs,,,,209.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO22002285,rps_lng-HDO211235,2023-03-06,2023-03-06,"Gas, Electrical and Smoke Alarms Safety Check",,,,385.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-DRE19000076,rps_lng-HDO211235,2023-01-16,2023-02-01,Air-Conditioning Service,,,,275.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO19003293,rps_lng-HDO211235,2022-05-30,2022-05-31,Urgent - No Hot Water,,,,385.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO19001078,rps_lng-RPT190305,2021-09-27,2021-09-28,Front Door Lock,,,,594.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO19005948,rps_lng-RPT190305,2021-08-19,2021-08-25,Professional Photos,,,,143.0,0,0
Creditor,rps_lng-HDO120111,rps_lng-HDO18002118,rps_lng-RPT190305,2021-08-09,2021-10-19,Exit Maintenance/Drawings on walls,,,,484.0,0,0
Creditor,rps_lng-HDO120330,rps_lng-HDO22001798,rps_lng-HDO210581,2022-08-24,2022-09-02,Living Room Roller Blind Repair,,,,88.0,0,0
Creditor,rps_lng-HDO120330,rps_lng-HDO22002507,rps_lng-HDO210581,2022-08-09,2022-08-23,Blind issue and toilet seat cover,,,,150.0,0,0
Tenancy,rps_lng-HDO120330,,rps_lng-HDO210581,2022-04-26,2022-05-06,2x Key Swipes,,,,107.01,0,0
Creditor,rps_lng-HDO120330,rps_lng-HDO19001493,rps_lng-HDO210581,2021-06-03,2021-06-03,fan motor,,,,1351.5,0,0
Creditor,rps_lng-HDO120330,rps_lng-HDO19001102,rps_lng-HDO210581,2021-05-21,2021-10-14,Safety Checks + Handyman,,,,0.0,0,0
Creditor,rps_lng-HDO130008,rps_lng-HDO19002941,rps_lng-HDO200807,2021-05-24,2021-06-17,Front garden,,,,1089.0,0,0
Tenancy,rps_lng-HDO130008,rps_lng-HDO19003293,rps_lng-HDO200807,2021-03-04,2021-03-15,Ensuite toilet - Won’t stop leaking water,,,,209.0,0,0
Tenancy,rps_lng-HDO130008,rps_lng-HDO19003293,rps_lng-HDO200807,2021-01-22,2021-01-28,Drainage issue,,,,330.0,0,0
Tenancy,rps_lng-HDO130008,rps_lng-COS19000051,rps_lng-HDO200807,2020-10-27,2020-11-10,Split system not turning on,,,,385.0,0,0
Tenancy,rps_lng-HDO130008,rps_lng-HDO19004177,rps_lng-RPT190693,2019-07-31,2019-08-07,"Clothesline, Blind & Oven Handle",,,,0.0,0,0
Tenancy,rps_lng-HDO130008,rps_lng-HDO19001421,rps_lng-RPT190693,2019-07-05,2019-07-30,Lights & Exhaust Fans,,,,0.0,0,0
Creditor,rps_lng-HDO130027,rps_lng-DRE19000076,rps_lng-HDO230169,2023-04-14,2023-04-17,Inspected Wall Split System.,,,,275.0,0,0
Creditor,rps_lng-HDO130027,rps_lng-HDO21001704,rps_lng-HDO230169,2023-04-14,2023-05-15,Bath Tap Repairs,,,,151.8,0,0
Creditor,rps_lng-HDO130027,rps_lng-HDO19001188,rps_lng-HDO230169,2023-04-05,2023-05-18,Gas and Electrical Check,,,,528.0,0,0
Tenancy,rps_lng-HDO130027,rps_lng-HDO21001673,rps_lng-HDO230169,2023-02-24,2023-02-28,Minor Clean,,,,165.0,0,0
Creditor,rps_lng-HDO130045,rps_lng-HDO23002113,rps_lng-HDO211264,2023-07-06,2023-07-11,Wipe Over Clean,,,,250.0,0,0
Creditor,rps_lng-HDO130045,rps_lng-HDO19002152,rps_lng-HDO211264,2022-07-05,2022-07-05,Install New Split System,,,,2550.0,0,0
Creditor,rps_lng-HDO130045,rps_lng-HDO19002152,rps_lng-HDO211264,2022-05-24,2022-05-24,Changeover Split System,,,,500.0,0,0
Creditor,rps_lng-HDO130045,rps_lng-HDO19002152,rps_lng-HDO211264,2022-04-26,2022-05-03,A/C Service,,,,215.0,0,0
Creditor,rps_lng-HDO130045,rps_lng-VAD21000019,rps_lng-HDO211264,2022-04-12,2022-09-12,Gas & Electrical Compliance,,,,0.0,0,0
Tenancy,rps_lng-HDO130045,rps_lng-HDO19001340,rps_lng-RPT190260,2020-10-04,2020-11-02,Blocked Kitchen Sink,,,,200.0,0,0
Tenancy,rps_lng-HDO130045,rps_lng-HDO19003293,rps_lng-RPT190260,2020-07-10,2020-08-26,Leaking under bathroom sink,,,,110.0,0,0
Tenancy,rps_lng-HDO130045,rps_lng-HDO19003293,rps_lng-RPT190260,2019-10-22,2019-10-31,leak under the kitchen sink,,,,110.0,0,0
Tenancy,rps_lng-HDO130072,rps_lng-HDO19004377,rps_lng-HDO190003,2020-06-24,2021-03-16,Not water only luke warm in both showers,,,,0.0,0,0
Tenancy,rps_lng-HDO130072,rps_lng-HDO19003549,rps_lng-HDO190003,2019-11-01,2020-05-28,dishwasher issue,,,,0.0,0,0
Tenancy,rps_lng-HDO130072,rps_lng-HDO18000979,rps_lng-HDO190003,2019-04-01,2019-05-30,Re-affix towel rail & check wardrobe door rollers,,,,530.2,0,0
Tenancy,rps_lng-HDO130072,rps_lng-HDO13002453,rps_lng-HDO190003,2019-03-19,2019-03-22,Repair Storage Cage,,,,264.0,0,0
Tenancy,rps_lng-HDO130072,rps_lng-HDO19001868,rps_lng-HDO190003,2019-03-07,2019-03-13,Urgent Vacate Clean,,,,0.0,0,0
Creditor,rps_lng-HDO140002,rps_lng-HDO19001493,rps_lng-HDO190847,2021-07-22,2021-09-22,A/C Initial Investigation,,,,0.0,0,0
Tenancy,rps_lng-HDO140002,rps_lng-HDO19001340,rps_lng-RPT191515,2019-03-01,2019-09-05,Toilet blocked,,,,0.0,0,0
Tenancy,rps_lng-HDO140002,rps_lng-HDO19001340,rps_lng-RPT191515,2019-02-23,2019-04-04,INV-2325 - 12 Southdown - Ensuite URGENT,,,,392.7,0,0
Creditor,rps_lng-HDO140009,rps_lng-HDO19001188,rps_lng-RPT190209,2023-04-05,2023-05-31,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO140009,rps_lng-VAD21000019,rps_lng-RPT190209,2022-02-07,2022-02-25,Leaking Dishwasher,,,,277.0,0,0
Tenancy,rps_lng-HDO140009,rps_lng-DRE19000036,rps_lng-RPT190209,2019-11-28,2019-12-10,Attempted break in,,,,434.5,0,0
Creditor,rps_lng-HDO140017,rps_lng-VAD21000019,rps_lng-HDO211384,2022-04-12,2022-08-03,Gas & Electrical Compliance,,,,0.0,0,0
Tenancy,rps_lng-HDO140017,rps_lng-DRE19000036,rps_lng-RPT191394,2020-12-02,2021-02-08,Grout issues,,,,93.5,0,0
Tenancy,rps_lng-HDO140024,rps_lng-HDO19001873,rps_lng-HDO190421,2021-03-22,2021-05-24,Heater not turning on,,,,0.0,0,0
Tenancy,rps_lng-HDO140024,rps_lng-HDO19001340,rps_lng-HDO190421,2019-08-26,2019-12-04,HWS Replacement,,,,0.0,0,0
Tenancy,rps_lng-HDO140024,rps_lng-HDO19001873,rps_lng-RPT190730,2019-06-20,2019-06-20,Central Heating periodically stops,,,,0.0,0,0
Creditor,rps_lng-HDO140044,rps_lng-HDO19003293,rps_lng-HDO210227,2023-06-15,2023-07-07,Plumbing,,,,407.0,0,0
Creditor,rps_lng-HDO140044,rps_lng-HDO19003293,rps_lng-HDO210227,2022-10-04,2022-10-10,Tap & Toilet Seat,,,,286.0,0,0
Creditor,rps_lng-HDO140044,rps_lng-WES20000011,rps_lng-HDO210227,2021-04-30,2021-05-04,Lawns to be mowed & edged,,,,132.0,0,0
Creditor,rps_lng-HDO140044,rps_lng-DRE19000036,rps_lng-HDO210227,2021-04-27,2021-05-14,Windows not opening,,,,190.3,0,0
Tenancy,rps_lng-HDO140044,rps_lng-WES20000011,rps_lng-RPT191243,2020-01-16,2020-02-24,yuccas,,,,275.0,0,0
Tenancy,rps_lng-HDO140044,rps_lng-HDO16001000,rps_lng-RPT191243,2019-05-09,2019-05-23,BNP-101908 - 15 Bandon - Solar Panels,,,,400.95,0,0
Creditor,rps_lng-HDO150004,rps_lng-HDO22004027,rps_lng-RPT190045,2023-06-28,2023-07-10,Gas Safety Check,,,,290.0,0,0
Creditor,rps_lng-HDO150004,rps_lng-HDO19001188,rps_lng-RPT190045,2023-04-05,2023-06-28,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO150004,rps_lng-HDO19001147,rps_lng-RPT190045,2023-03-24,2023-06-22,Kitchen Tap Repairs,,,,215.6,0,0
Creditor,rps_lng-HDO150004,rps_lng-VAD21000019,rps_lng-RPT190045,2021-12-08,2022-05-26,Door Bell,,,,484.9,0,0
Tenancy,rps_lng-HDO150004,,rps_lng-RPT190045,2020-08-10,2021-01-04,BUILDER - bedroom light fitting issue,,,,0.0,0,0
Tenancy,rps_lng-HDO150004,,rps_lng-RPT190045,2020-07-14,2020-08-10,SMOKE ALARM has water leaking from it,,,,0.0,0,0
Tenancy,rps_lng-HDO150004,rps_lng-HDO19001421,rps_lng-RPT190045,2019-09-16,2019-09-30,Tenant electric shock from tap water,,,,184.8,0,0
Creditor,rps_lng-HDO150011,rps_lng-HDO19001188,rps_lng-RPT190359,2023-04-05,2023-05-01,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO150011,rps_lng-HDO19001493,rps_lng-RPT190359,2022-11-09,2022-11-09,Gas Ducted Heating Investigation,,,,269.5,0,0
Creditor,rps_lng-HDO150011,rps_lng-VAD21000019,rps_lng-RPT190359,2022-05-24,2022-06-29,General Maintenance,,,,583.05,0,0
Creditor,rps_lng-HDO150011,rps_lng-HDO19001493,rps_lng-RPT190359,2022-05-24,2022-08-01,Air-conditioning Service,,,,839.9,0,0
Tenancy,rps_lng-HDO150011,rps_lng-HDO19003293,rps_lng-RPT190359,2019-08-02,2019-08-09,Leak near the water meter,,,,0.0,0,0
Creditor,rps_lng-HDO150017,rps_lng-HDO19001188,rps_lng-RPT190782,2023-04-05,2023-05-22,Gas and Electrical Check,,,,528.0,0,0
Tenancy,rps_lng-HDO150022,rps_lng-HDO19004437,rps_lng-HDO190418,2019-08-22,2019-08-22,Carpet Steam Clean,,,,0.0,0,0
Tenancy,rps_lng-HDO150030,rps_lng-HDO19003549,rps_lng-HDO191216,2020-02-06,2021-03-04,Rangehood light and fan,,,,170.5,0,0
Creditor,rps_lng-HDO150030,rps_lng-DRE19000036,rps_lng-HDO210366,2021-03-22,2021-05-17,Various maintenance,,,,393.8,0,0
Creditor,rps_lng-HDO150030,rps_lng-HDO19001188,rps_lng-HDO220587,2023-02-23,2023-04-03,Combined electrical and gas safety certificates,,,,528.0,0,0
Tenancy,rps_lng-HDO150030,,rps_lng-RPT191570,2019-08-22,2019-08-22,Opticon Install,,,,0.0,0,0
Creditor,rps_lng-HDO150038,rps_lng-CVA21004419,rps_lng-RPT191455,2023-02-17,2023-02-17,Electrical and Gas Safety Check,,,,0.0,0,0
Creditor,rps_lng-HDO150038,rps_lng-HDO19003293,rps_lng-RPT191455,2022-11-24,2022-12-10,Toilet Repairs,,,,403.7,0,0
Creditor,rps_lng-HDO150038,rps_lng-DRE21000033,rps_lng-RPT191455,2021-05-29,2021-06-28,Garage door test,,,,285.0,0,0
Tenancy,rps_lng-HDO150038,rps_lng-WES19000037,rps_lng-RPT191455,2019-12-18,2019-12-20,A/C not working,,,,907.5,0,0
Tenancy,rps_lng-HDO150038,rps_lng-DRE19000036,rps_lng-RPT191455,2019-09-19,2019-12-20,Blinds & Fly Screen Repair/Replacement,,,,902.0,0,0
Creditor,rps_lng-HDO150046,rps_lng-HDO19001188,rps_lng-CHA190010,2022-12-02,2022-12-23,Electrical and Gas Safety,,,,528.0,0,0
Tenancy,rps_lng-HDO150046,,rps_lng-CHA190010,2021-10-09,2022-02-02,"Repair to dishwasher, tank and shower",,,,0.0,0,0
Tenancy,rps_lng-HDO150046,,rps_lng-CHA190010,2020-11-27,2020-12-22,Plumbing maintenance,,,,0.0,0,0
Tenancy,rps_lng-HDO150046,,rps_lng-CHA190010,2019-12-22,2021-10-29,1/1A Teague: A/C not cooling enough,,,,0.0,0,0
Creditor,rps_lng-HDO150053,rps_lng-SAN21000109,rps_lng-HDO191196,2021-12-01,2021-12-01,Supply and Install Rinnai B26 Hot Water Service,,,,1899.0,0,0
Tenancy,rps_lng-HDO150053,,rps_lng-HDO191196,2021-12-01,2022-07-12,Leaking Hot Water System,,,,0.0,0,0
Creditor,rps_lng-HDO150053,rps_lng-HDO16002429,rps_lng-HDO191196,2021-11-10,2022-02-11,HWS - leaking on top of roof,,,,330.0,0,0
Tenancy,rps_lng-HDO150053,rps_lng-HDO19001751,rps_lng-RPT191093,2019-10-21,2019-10-21,Repair & adjust bathroom door,,,,88.0,0,0
Tenancy,rps_lng-HDO150053,rps_lng-HDO16001000,rps_lng-RPT191093,2019-06-06,2019-06-06,Solar Panel Leak,,,,0.0,0,0
Creditor,rps_lng-HDO160004,rps_lng-HDO19001188,rps_lng-HDO200832,2023-04-05,2023-04-27,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO160004,rps_lng-HDO19001147,rps_lng-HDO200832,2021-10-06,2021-10-06,Investigate a faulty/leaking sink mixer tap,,,,275.0,0,0
Creditor,rps_lng-HDO160004,rps_lng-COS19000051,rps_lng-HDO200832,2021-06-01,2021-06-01,Vent above air con making noise issue,,,,594.0,0,0
Tenancy,rps_lng-HDO160004,rps_lng-CHA19000037,rps_lng-HDO200832,2020-11-30,2021-01-04,Cut key for front deadlock door,,,,0.0,0,0
Tenancy,rps_lng-HDO160004,rps_lng-CHA19000037,rps_lng-RPT190235,2021-02-22,2021-02-22,Deadlock Repair & Key,,,,0.0,0,0
Tenancy,rps_lng-HDO160004,rps_lng-HDO14002395,rps_lng-RPT190235,2020-02-17,2020-06-02,dishwasher issue - tenant resolved?,,,,0.0,0,0
Tenancy,rps_lng-HDO160004,rps_lng-HDO19001281,rps_lng-RPT190235,2019-09-30,2019-10-14,Door bell-,,,,155.0,0,0
Tenancy,rps_lng-HDO160004,rps_lng-HDO19001439,rps_lng-RPT190235,2019-09-30,2019-10-21,Range hood,,,,0.0,0,0
Creditor,rps_lng-HDO160007,rps_lng-VAD21000019,rps_lng-HDO190953,2022-05-16,2022-05-27,Light Switch in Bathroom,,,,234.0,0,0
Tenancy,rps_lng-HDO160007,rps_lng-HDO19001421,rps_lng-HDO190953,2020-11-02,2020-12-18,Lights or Electricity,,,,0.0,0,0
Tenancy,rps_lng-HDO160007,rps_lng-HDO19001421,rps_lng-HDO190953,2020-11-02,2020-12-08,Lights or Electricity,,,,132.0,0,0
Tenancy,rps_lng-HDO160007,rps_lng-HDO18002075,rps_lng-HDO190953,2020-04-23,2020-05-28,LED lights in bedroom,,,,0.0,0,0
